...1,Sample,Exp1,Exp2,Mean,Difference,Outlier,Label
8960,6579021,8.4,2.59,5.49,5.82,FALSE,NA
8960,2152646,-13.2,-10.3,-11.8,-2.85,FALSE,NA
8960,9653914,-13.5,-11.2,-12.4,-2.38,FALSE,NA
8960,3183172,-10.2,-9.95,-10,-0.203,FALSE,NA
8970,1755810,-3.15,-9.69,-6.42,6.54,FALSE,NA
8970,2273669,6.56,-2.56,2,9.11,FALSE,NA
8970,3938046,23.4,13.8,18.6,9.56,FALSE,NA
8970,6437043,23.1,18.6,20.8,4.5,FALSE,NA
8970,5482864,-4.98,-7.4,-6.19,2.43,FALSE,NA
8970,5544273,19.6,20.7,20.2,-1.05,FALSE,NA
8970,4952571,-5.97,-5.55,-5.76,-0.42,FALSE,NA
8970,5206472,-9.24,-7.39,-8.31,-1.85,FALSE,NA
8970,4793049,1.2,5.27,3.23,-4.08,FALSE,NA
8980,6729370,-4.91,-5.02,-4.96,0.114,FALSE,NA
8980,2985249,8.65,9.09,8.87,-0.441,FALSE,NA
8980,7956623,3.55,-0.482,1.54,4.03,FALSE,NA
8980,2195398,-18.1,-11.5,-14.8,-6.55,FALSE,NA
8980,9465540,-13,-14.7,-13.9,1.71,FALSE,NA
8980,2829888,-0.416,7.94,3.76,-8.36,FALSE,NA
8980,4636079,21.5,21.7,21.6,-0.214,FALSE,NA
8980,9921706,-17.7,-14.8,-16.3,-2.95,FALSE,NA
8980,3091083,-6.65,-5.77,-6.21,-0.873,FALSE,NA
8980,6386917,14.3,19.1,16.7,-4.77,FALSE,NA
8980,4392675,-14.7,-9.77,-12.2,-4.96,FALSE,NA
8990,2029158,-8.48,-8.01,-8.25,-0.471,FALSE,NA
8990,1275000,6.97,18.7,12.8,-11.8,TRUE,1275000
8990,2569680,-13.5,-12.7,-13.1,-0.796,FALSE,NA
8990,1813798,9.94,4.31,7.13,5.62,FALSE,NA
8990,6913559,-9.55,-8.87,-9.21,-0.688,FALSE,NA
8990,1022084,-14.4,-21.9,-18.1,7.45,FALSE,NA
8990,4396339,5.62,5.07,5.35,0.545,FALSE,NA
8990,8361869,-12.9,-11.4,-12.1,-1.47,FALSE,NA
8990,3193424,-1.14,1.9,0.382,-3.04,FALSE,NA
9000,5599731,4.54,2.62,3.58,1.92,FALSE,NA
9000,3182637,-14.8,-17.7,-16.3,2.89,FALSE,NA
9000,5461074,9,14.5,11.7,-5.5,FALSE,NA
9000,9614865,-0.216,-5.69,-2.95,5.47,FALSE,NA
9000,3309529,-10.6,-12.5,-11.5,1.92,FALSE,NA
9000,6520758,-12.5,-13.5,-13,1.02,FALSE,NA
9000,7072925,1.51,4.23,2.87,-2.72,FALSE,NA
9000,8854275,-15.3,-21.1,-18.2,5.76,FALSE,NA
9000,6322131,10.2,11,10.6,-0.751,FALSE,NA
9000,2375474,8.31,3.06,5.68,5.25,FALSE,NA
9000,4201710,11.2,5.7,8.46,5.52,FALSE,NA
9010,8184615,-11.1,-16.4,-13.7,5.34,FALSE,NA
9010,6065516,5.07,2.92,4,2.15,FALSE,NA
9010,1830886,2.65,8.97,5.81,-6.32,FALSE,NA
9010,5397441,1.27,4.13,2.7,-2.86,FALSE,NA
9010,8583236,9.26,14.3,11.8,-5.06,FALSE,NA
9010,6796624,-6.03,-4.09,-5.06,-1.94,FALSE,NA
9010,2557802,-12.3,-15.7,-14,3.36,FALSE,NA
9010,9361215,-3.11,-1.42,-2.27,-1.7,FALSE,NA
9010,7329897,16,19.4,17.7,-3.44,FALSE,NA
9020,2518513,-11.8,-11.5,-11.6,-0.299,FALSE,NA
9020,5355791,10.4,10.5,10.4,-0.0864,FALSE,NA
9020,5694150,5.12,21.2,13.2,-16.1,TRUE,5694150
9020,5478732,5.44,5.67,5.56,-0.234,FALSE,NA
9020,1291234,-0.243,-10.6,-5.41,10.3,FALSE,NA
9020,7187559,10.5,13.4,11.9,-2.9,FALSE,NA
9020,2684878,-3.21,-8.22,-5.71,5.01,FALSE,NA
9020,5541971,12.2,16.2,14.2,-4.04,FALSE,NA
9020,2756931,21.3,20.1,20.7,1.24,FALSE,NA
9020,1871651,-5.59,-1.07,-3.33,-4.52,FALSE,NA
9020,4844447,18.5,8.93,13.7,9.58,FALSE,NA
9030,5014153,14.8,10.1,12.5,4.65,FALSE,NA
9030,9349411,-3.93,-3.9,-3.91,-0.0311,FALSE,NA
9030,6530587,-7.25,-9.08,-8.17,1.83,FALSE,NA
9030,7361624,6.25,3.38,4.82,2.87,FALSE,NA
9030,4435191,9.14,8.88,9.01,0.259,FALSE,NA
9030,1925110,9.42,9.82,9.62,-0.395,FALSE,NA
9030,7179892,16,12.6,14.3,3.3,FALSE,NA
9030,1920827,-2.17,-11.2,-6.67,9,FALSE,NA
9030,6755300,-6.98,-3.79,-5.39,-3.19,FALSE,NA
9040,9762985,-3.44,-3.21,-3.33,-0.23,FALSE,NA
9040,3619868,-16.1,-19.6,-17.8,3.52,FALSE,NA
9040,6352554,-8.6,-16.3,-12.5,7.7,FALSE,NA
9040,7711452,-15.4,-17.9,-16.6,2.5,FALSE,NA
9040,1180472,6.92,11.4,9.16,-4.49,FALSE,NA
9040,4248140,10.4,10,10.2,0.408,FALSE,NA
9040,5920691,-22.7,-22.5,-22.6,-0.232,FALSE,NA
9040,6678461,-9.78,-11.7,-10.7,1.9,FALSE,NA
9040,8892643,-15,-10.6,-12.8,-4.39,FALSE,NA
9040,9217940,-3.98,-3.3,-3.64,-0.68,FALSE,NA
9040,3702827,-19.2,-15.2,-17.2,-3.99,FALSE,NA
9050,4896228,-23.2,-17.7,-20.4,-5.49,FALSE,NA
9050,4869388,9.56,-0.766,4.4,10.3,FALSE,NA
9050,1012653,-12.1,-16.1,-14.1,3.96,FALSE,NA
9050,5778970,-11.8,-9.62,-10.7,-2.13,FALSE,NA
9050,7243652,9.63,14.3,12,-4.69,FALSE,NA
9050,1380008,0.509,0.599,0.554,-0.0904,FALSE,NA
9050,7782210,7.76,7.5,7.63,0.251,FALSE,NA
9050,5663704,-8.03,-6.41,-7.22,-1.62,FALSE,NA
9050,2492725,-10.2,-11.4,-10.8,1.23,FALSE,NA
9060,1540984,-2.23,-7.33,-4.78,5.11,FALSE,NA
9060,6583565,-21.1,-16.9,-19,-4.13,FALSE,NA
9060,7224958,6.63,9.31,7.97,-2.69,FALSE,NA
9060,9254536,-12.1,-4.83,-8.45,-7.24,FALSE,NA
9060,2636228,-3.87,2.38,-0.744,-6.26,FALSE,NA
9060,3550553,19.9,15.3,17.6,4.67,FALSE,NA
9060,4243933,1.57,-0.596,0.49,2.17,FALSE,NA
9060,6417811,-17.3,-17.9,-17.6,0.585,FALSE,NA
9060,8079957,4.5,3.06,3.78,1.44,FALSE,NA
9060,8468354,-22,-18.4,-20.2,-3.6,FALSE,NA
9060,9621968,17.9,21.7,19.8,-3.74,FALSE,NA
9070,8051950,-11.4,-10.8,-11.1,-0.599,FALSE,NA
9070,5928411,-16.2,-14,-15.1,-2.17,FALSE,NA
9070,1843173,-10.7,-16.5,-13.6,5.82,FALSE,NA
9070,4718553,14.8,17,15.9,-2.14,FALSE,NA
9070,1312794,4.72,2.22,3.47,2.5,FALSE,NA
9070,4976725,10.1,8.75,9.41,1.31,FALSE,NA
9070,1930152,-0.193,4.38,2.09,-4.57,FALSE,NA
9070,4096212,-12.8,-11.7,-12.3,-1.08,FALSE,NA
9070,5694488,0.978,0.982,0.98,-0.00466,FALSE,NA
9080,9965132,-2.44,1.51,-0.462,-3.95,FALSE,NA
9080,1705499,-4.51,-4.58,-4.54,0.0703,FALSE,NA
9080,6440138,5.85,0.477,3.17,5.38,FALSE,NA
9080,9650577,-14.6,-12.4,-13.5,-2.24,FALSE,NA
9080,8566171,5.95,-3.4,1.28,9.35,FALSE,NA
9080,7221790,15,7.56,11.3,7.4,FALSE,NA
9080,5600019,-16.7,-16.4,-16.6,-0.354,FALSE,NA
9080,3514988,-4.49,4.01,-0.24,-8.51,FALSE,NA
9080,5921831,-9.99,-5.79,-7.89,-4.19,FALSE,NA
9080,8935074,8.93,3.75,6.34,5.19,FALSE,NA
9080,5307242,-9.36,-11.7,-10.5,2.3,FALSE,NA
9090,4810466,14.1,14.8,14.5,-0.692,FALSE,NA
9090,9974997,-7.22,-7.41,-7.32,0.19,FALSE,NA
9090,7699703,-14.2,-14.4,-14.3,0.207,FALSE,NA
9090,1061331,16.6,8.7,12.6,7.87,FALSE,NA
9090,6281667,24.7,17.1,20.9,7.61,FALSE,NA
9090,4510360,-15.2,-20.9,-18.1,5.68,FALSE,NA
9090,9384126,7.47,1.55,4.51,5.93,FALSE,NA
9090,6174530,-3.58,-3.52,-3.55,-0.0607,FALSE,NA
9090,6471989,17.5,15.3,16.4,2.21,FALSE,NA
9100,6349537,-2.23,-3.4,-2.82,1.17,FALSE,NA
9100,3548985,9.84,4.95,7.4,4.89,FALSE,NA
9100,6462248,0.558,2.86,1.71,-2.3,FALSE,NA
9100,6569225,11.5,-1.02,5.26,12.6,TRUE,6569225
9100,6044771,11.5,5.15,8.33,6.35,FALSE,NA
9100,9536395,13.5,17.3,15.4,-3.88,FALSE,NA
9100,1041521,1.71,-4.56,-1.42,6.27,FALSE,NA
9100,6312754,-17,-18.2,-17.6,1.17,FALSE,NA
9100,1183828,-18.6,-22.9,-20.8,4.33,FALSE,NA
9100,2096893,-7.77,-4.83,-6.3,-2.94,FALSE,NA
9100,2782881,-21.5,-20,-20.8,-1.47,FALSE,NA
9110,3462407,11.7,16.9,14.3,-5.13,FALSE,NA
9110,1939869,-13.2,-9.49,-11.3,-3.67,FALSE,NA
9110,2270781,13.9,23.7,18.8,-9.77,FALSE,NA
9110,6032206,-20.6,-15.8,-18.2,-4.75,FALSE,NA
9110,1893475,2.34,-5.66,-1.66,8,FALSE,NA
9110,7501359,-11.8,-5.69,-8.72,-6.08,FALSE,NA
9110,5545193,-17,-23.7,-20.4,6.76,FALSE,NA
9110,4719895,-4.87,-11.8,-8.35,6.97,FALSE,NA
9110,9153471,-13.3,-9.44,-11.4,-3.9,FALSE,NA
9120,1801595,-11.8,-10.6,-11.2,-1.15,FALSE,NA
9120,8084109,20,13.1,16.5,6.88,FALSE,NA
9120,9804500,11.4,15.1,13.3,-3.72,FALSE,NA
9120,1657924,13.6,14.8,14.2,-1.22,FALSE,NA
9120,5249392,4.44,4.21,4.33,0.23,FALSE,NA
9120,9994375,3.85,3.85,3.85,0.00441,FALSE,NA
9120,6211622,-8.02,-5.03,-6.53,-2.99,FALSE,NA
9120,7283318,-4.47,-2.28,-3.38,-2.19,FALSE,NA
9120,8280171,-14.2,-18.7,-16.5,4.53,FALSE,NA
9120,2703534,-14.7,-19,-16.9,4.33,FALSE,NA
9120,7960938,-9.7,-15.9,-12.8,6.2,FALSE,NA
9130,7570097,-1.75,3.34,0.794,-5.09,FALSE,NA
9130,4982658,-10.5,-7.18,-8.86,-3.36,FALSE,NA
9130,2565733,14.5,15.8,15.1,-1.29,FALSE,NA
9130,5739833,-8.61,-19.3,-14,10.7,FALSE,NA
9130,4433663,15.3,19.7,17.5,-4.44,FALSE,NA
9130,2261955,11.2,17.8,14.5,-6.65,FALSE,NA
9130,5157940,-5.93,-8.32,-7.13,2.39,FALSE,NA
9130,4139085,1.11,0.133,0.623,0.979,FALSE,NA
9130,8322243,5.01,2.07,3.54,2.95,FALSE,NA
9140,2004719,-8.43,-13.9,-11.2,5.52,FALSE,NA
9140,2307630,10.4,12.9,11.6,-2.51,FALSE,NA
9140,8337958,4.25,3.12,3.68,1.13,FALSE,NA
9140,9130542,7.14,6.46,6.8,0.681,FALSE,NA
9140,1062951,-4.57,-8.19,-6.38,3.63,FALSE,NA
9140,3867230,9.57,13.4,11.5,-3.85,FALSE,NA
9140,7934091,-1.95,0.879,-0.534,-2.83,FALSE,NA
9140,1350894,11.7,8.81,10.2,2.84,FALSE,NA
9140,7550668,-22.2,-18,-20.1,-4.23,FALSE,NA
9140,1725167,-6.56,-4.81,-5.68,-1.75,FALSE,NA
9140,8171398,8.52,1.33,4.92,7.19,FALSE,NA
9150,2896581,-21.1,-19.7,-20.4,-1.33,FALSE,NA
9150,2420160,7.36,4.23,5.79,3.13,FALSE,NA
9150,8633860,-4.1,-0.166,-2.13,-3.94,FALSE,NA
9150,6263943,-1.94,-11.7,-6.84,9.79,FALSE,NA
9150,4360664,2.83,7.09,4.96,-4.26,FALSE,NA
9150,2733885,5.76,15.7,10.7,-9.93,FALSE,NA
9150,1461841,2.32,-1.78,0.269,4.1,FALSE,NA
9150,1513130,-11.7,-10.3,-11,-1.35,FALSE,NA
9150,6974819,-3.3,0.371,-1.46,-3.67,FALSE,NA
9160,3606978,8.17,8.24,8.21,-0.0681,FALSE,NA
9160,7897120,-21.1,-16.4,-18.8,-4.69,FALSE,NA
9160,6054263,10.6,18.4,14.5,-7.89,FALSE,NA
9160,6791378,-2.44,-0.0542,-1.25,-2.39,FALSE,NA
9160,5971821,-11.8,-7.86,-9.83,-3.93,FALSE,NA
9160,6116161,-1.89,-8.45,-5.17,6.55,FALSE,NA
9160,5215598,-1.99,7.31,2.66,-9.3,FALSE,NA
9160,8605891,15.1,12.5,13.8,2.6,FALSE,NA
9160,9044621,20.2,16.9,18.5,3.33,FALSE,NA
9160,5538967,0.138,-2.09,-0.974,2.22,FALSE,NA
9160,1366866,12,10.3,11.1,1.7,FALSE,NA
9170,2924389,1.67,-0.26,0.704,1.93,FALSE,NA
9170,1151643,16.7,16.1,16.4,0.678,FALSE,NA
9170,1394487,-6.02,-6.82,-6.42,0.796,FALSE,NA
9170,1039468,7.22,6.01,6.62,1.21,FALSE,NA
9170,1004692,2.16,-1.09,0.537,3.25,FALSE,NA
9170,7616053,11.5,19.7,15.6,-8.19,FALSE,NA
9170,2971870,-10.1,-15.4,-12.7,5.29,FALSE,NA
9170,8045659,1.33,4.01,2.67,-2.69,FALSE,NA
9170,2749636,3.28,0.0476,1.66,3.23,FALSE,NA
9180,7363379,13.6,13.9,13.8,-0.312,FALSE,NA
9180,4958934,-7.79,-13.6,-10.7,5.77,FALSE,NA
9180,6116228,12.1,15.6,13.9,-3.5,FALSE,NA
9180,3351531,-0.531,8.58,4.02,-9.11,FALSE,NA
9180,6413461,2.72,18,10.4,-15.3,TRUE,6413461
9180,3426658,4.83,3.86,4.34,0.97,FALSE,NA
9180,6535020,10.7,12.1,11.4,-1.35,FALSE,NA
9180,1810773,-9.85,-9.41,-9.63,-0.443,FALSE,NA
9180,8993485,-7.61,-13.2,-10.4,5.57,FALSE,NA
9180,5504525,-7.78,-1.6,-4.69,-6.18,FALSE,NA
9180,6634221,2.89,9.8,6.34,-6.91,FALSE,NA
9190,2169950,8.51,8.16,8.34,0.352,FALSE,NA
9190,9389619,-1.05,-2.02,-1.54,0.967,FALSE,NA
9190,1824311,-8.51,-9.49,-9,0.975,FALSE,NA
9190,8000769,-5.23,-10.1,-7.65,4.83,FALSE,NA
9190,4043481,-14.9,-21.7,-18.3,6.78,FALSE,NA
9190,8152445,-6.69,-5.26,-5.98,-1.43,FALSE,NA
9190,9364364,-2.16,-1.66,-1.91,-0.497,FALSE,NA
9190,2833979,-7.41,-12.4,-9.91,5,FALSE,NA
9190,1154404,0.868,-8.63,-3.88,9.5,FALSE,NA
9200,8975075,1.56,-1.47,0.0418,3.03,FALSE,NA
9200,3360877,7.5,5.93,6.71,1.57,FALSE,NA
9200,5527697,13.7,8.53,11.1,5.19,FALSE,NA
9200,2130583,-15.8,-12.2,-14,-3.56,FALSE,NA
9200,5118004,-14.5,-18,-16.3,3.51,FALSE,NA
9200,3065530,-8.68,-10.7,-9.67,1.98,FALSE,NA
9200,7849122,0.804,0.51,0.657,0.295,FALSE,NA
9200,2320102,-15.2,-11,-13.1,-4.18,FALSE,NA
9200,5837483,13.3,7.88,10.6,5.42,FALSE,NA
9200,9767312,-0.684,1.04,0.178,-1.72,FALSE,NA
9200,2788787,8.78,12.6,10.7,-3.78,FALSE,NA
9210,7595633,6.01,-3.33,1.34,9.34,FALSE,NA
9210,4896746,-17,-22,-19.5,5.01,FALSE,NA
9210,4372853,-6.62,-11.9,-9.24,5.24,FALSE,NA
9210,1797014,-2.77,5.48,1.35,-8.26,FALSE,NA
9210,2528984,11.6,12.1,11.9,-0.551,FALSE,NA
9210,7812544,-4.8,-2.9,-3.85,-1.89,FALSE,NA
9210,8853957,13.1,4.54,8.83,8.57,FALSE,NA
9210,5973360,-16.6,-20.7,-18.7,4.17,FALSE,NA
9210,5935540,7.59,0.387,3.99,7.21,FALSE,NA
9220,7027020,-7.67,-3.03,-5.35,-4.63,FALSE,NA
9220,5308160,5.53,7.31,6.42,-1.78,FALSE,NA
9220,3225959,-9.5,-3,-6.25,-6.51,FALSE,NA
9220,6253278,-4.49,-5.88,-5.18,1.39,FALSE,NA
9220,5040679,19.4,12.8,16.1,6.57,FALSE,NA
9220,3427824,-15.4,-11.8,-13.6,-3.61,FALSE,NA
9220,3897464,17.9,15.4,16.6,2.53,FALSE,NA
9220,6383572,-2.48,-9.2,-5.84,6.73,FALSE,NA
9220,2670956,-1.23,-3.12,-2.18,1.89,FALSE,NA
9220,2402362,8.15,4.79,6.47,3.36,FALSE,NA
9220,2090519,-2.82,-1.78,-2.3,-1.03,FALSE,NA
9230,9752784,16.5,19.5,18,-3.05,FALSE,NA
9230,5023525,18.5,17.6,18.1,0.881,FALSE,NA
9230,5792217,10.1,8.56,9.32,1.52,FALSE,NA
9230,5953749,-9.45,-3.17,-6.31,-6.28,FALSE,NA
9230,8573663,-10.3,-6.52,-8.41,-3.77,FALSE,NA
9230,4411242,-5.21,-8.04,-6.63,2.83,FALSE,NA
9230,4047504,-6.44,-6.54,-6.49,0.0922,FALSE,NA
9230,6288425,-10.4,-12.5,-11.5,2.15,FALSE,NA
9230,9968404,-17.2,-22.6,-19.9,5.47,FALSE,NA
9240,4528299,-3.87,0.0202,-1.92,-3.89,FALSE,NA
9240,3404447,9.76,6.15,7.95,3.6,FALSE,NA
9240,5247261,5.22,14.4,9.81,-9.17,FALSE,NA
9240,4314212,-20.7,-11.8,-16.3,-8.85,FALSE,NA
9240,4159570,-6.99,-5.92,-6.46,-1.07,FALSE,NA
9240,9701846,-14.4,-16.6,-15.5,2.15,FALSE,NA
9240,4558725,11.4,15.3,13.3,-3.95,FALSE,NA
9240,6869464,-13.5,-9.26,-11.4,-4.25,FALSE,NA
9240,8179607,11.8,13.8,12.8,-1.98,FALSE,NA
9240,1071078,-1.35,-1.84,-1.59,0.49,FALSE,NA
9240,1634577,-2.68,-3.64,-3.16,0.964,FALSE,NA
9250,7367787,-1.19,-0.258,-0.724,-0.933,FALSE,NA
9250,2323739,-12.5,-15.6,-14,3.09,FALSE,NA
9250,4213321,7.95,3.98,5.97,3.97,FALSE,NA
9250,9252575,14,19.4,16.7,-5.4,FALSE,NA
9250,4995674,2.71,-0.431,1.14,3.15,FALSE,NA
9250,2811391,4.5,0.619,2.56,3.88,FALSE,NA
9250,4866233,-3.79,-1.72,-2.76,-2.07,FALSE,NA
9250,8490387,-12.1,-3.66,-7.9,-8.49,FALSE,NA
9250,2326552,-25.4,-18.2,-21.8,-7.2,FALSE,NA
9260,5144653,15.1,10.7,12.9,4.41,FALSE,NA
9260,7592744,9.02,14.2,11.6,-5.14,FALSE,NA
9260,6891098,19.5,12.4,16,7.06,FALSE,NA
9260,2682541,17.7,25.6,21.6,-7.88,FALSE,NA
9260,1387580,-9.09,-11.2,-10.2,2.14,FALSE,NA
9260,1681583,7.4,5.17,6.29,2.23,FALSE,NA
9260,1955144,-14.5,-22,-18.2,7.48,FALSE,NA
9260,9315496,6.36,9.93,8.14,-3.57,FALSE,NA
9260,9211807,16.7,14.5,15.6,2.23,FALSE,NA
9260,8686466,7.14,14.5,10.8,-7.4,FALSE,NA
9260,9343581,-4.91,-10.3,-7.62,5.41,FALSE,NA
9270,9151959,12.6,14.8,13.7,-2.2,FALSE,NA
9270,7155463,-2.87,-2.15,-2.51,-0.727,FALSE,NA
9270,2738197,-5.62,-3.32,-4.47,-2.3,FALSE,NA
9270,1396246,4.37,5.33,4.85,-0.953,FALSE,NA
9270,5467289,6.87,13.4,10.1,-6.54,FALSE,NA
9270,9316579,-1.15,-2.4,-1.78,1.26,FALSE,NA
9270,9415927,-3.02,-1.32,-2.17,-1.7,FALSE,NA
9270,5144901,-11.9,-15.4,-13.6,3.57,FALSE,NA
9270,6614087,-6.11,-8.09,-7.1,1.98,FALSE,NA
9280,7727595,16.6,19.3,17.9,-2.72,FALSE,NA
9280,8673613,14.6,12.3,13.5,2.27,FALSE,NA
9280,3223797,10.8,13.2,12,-2.49,FALSE,NA
9280,6286554,-21.2,-15.6,-18.4,-5.65,FALSE,NA
9280,8648376,16.7,16.1,16.4,0.59,FALSE,NA
9280,4348887,16.8,11.9,14.4,4.93,FALSE,NA
9280,6294552,-2.61,-6,-4.3,3.39,FALSE,NA
9280,6140285,4.78,11,7.89,-6.22,FALSE,NA
9280,3937778,-14.1,-16.3,-15.2,2.24,FALSE,NA
9280,4835158,3.54,0.121,1.83,3.42,FALSE,NA
9280,8422461,-3.54,-4.73,-4.14,1.19,FALSE,NA
9290,9761460,-10.5,-2.97,-6.74,-7.54,FALSE,NA
9290,7211411,13.9,14.8,14.4,-0.972,FALSE,NA
9290,9399308,0.88,6.57,3.73,-5.69,FALSE,NA
9290,1371024,-13,-14.2,-13.6,1.22,FALSE,NA
9290,8808208,-12.2,-6.88,-9.55,-5.35,FALSE,NA
9290,1636052,-14.6,-16.3,-15.5,1.7,FALSE,NA
9290,1456592,-3.21,-4.36,-3.79,1.15,FALSE,NA
9290,4724460,13.1,12.1,12.6,0.99,FALSE,NA
9290,5885921,-7,-8.65,-7.83,1.65,FALSE,NA
9300,2762679,-9.23,-17.1,-13.2,7.89,FALSE,NA
9300,1034024,-7.16,-11.1,-9.11,3.91,FALSE,NA
9300,4313265,6.3,6.48,6.39,-0.183,FALSE,NA
9300,4091754,-3.58,-5.5,-4.54,1.92,FALSE,NA
9300,9700761,17.5,22.1,19.8,-4.65,FALSE,NA
9300,8536789,0.792,-4.93,-2.07,5.73,FALSE,NA
9300,8458475,-9.16,-7.46,-8.31,-1.7,FALSE,NA
9300,9229514,14.2,7,10.6,7.18,FALSE,NA
9300,4116121,-8.7,0.389,-4.15,-9.08,FALSE,NA
9300,2158412,-10.9,-15.1,-13,4.19,FALSE,NA
9300,5686837,-9.79,-9.35,-9.57,-0.439,FALSE,NA
9310,9477074,-7.41,-6.02,-6.72,-1.38,FALSE,NA
9310,6727047,-2.37,0.912,-0.727,-3.28,FALSE,NA
9310,7260161,20.5,14.5,17.5,6.01,FALSE,NA
9310,7326482,24.9,14.7,19.8,10.2,FALSE,NA
9310,1809612,-8.81,-11.3,-10,2.47,FALSE,NA
9310,3766232,14.9,19.3,17.1,-4.38,FALSE,NA
9310,4851495,-13.2,-13.6,-13.4,0.337,FALSE,NA
9310,3757378,10.1,6.93,8.51,3.15,FALSE,NA
9310,2930108,-13.8,-13.8,-13.8,-0.0305,FALSE,NA
9320,2623666,2.01,2.51,2.26,-0.5,FALSE,NA
9320,7028453,2.62,0.217,1.42,2.4,FALSE,NA
9320,8647720,18.5,17.5,18,0.974,FALSE,NA
9320,6325527,11.8,6.59,9.19,5.21,FALSE,NA
9320,7277999,10.8,16.2,13.5,-5.39,FALSE,NA
9320,6297951,-8.9,-9.35,-9.12,0.455,FALSE,NA
9320,7767610,3.15,1.68,2.42,1.48,FALSE,NA
9320,2383611,14,21.5,17.7,-7.54,FALSE,NA
9320,9432178,0.295,2.94,1.62,-2.65,FALSE,NA
9320,8173390,-6.6,-1.76,-4.18,-4.84,FALSE,NA
9320,2866498,-1.46,1.79,0.167,-3.25,FALSE,NA
9330,5457271,12.1,4.76,8.41,7.3,FALSE,NA
9330,6621078,7.36,12.6,9.96,-5.2,FALSE,NA
9330,7374301,-3.53,-6.03,-4.78,2.5,FALSE,NA
9330,1948815,-8.14,3.89,-2.12,-12,TRUE,1948815
9330,3115400,16.2,15.4,15.8,0.794,FALSE,NA
9330,9427394,1.44,-1.34,0.0538,2.78,FALSE,NA
9330,6109624,5.85,5.55,5.7,0.298,FALSE,NA
9330,2654996,3.59,-0.575,1.51,4.17,FALSE,NA
9330,4704027,16.8,19.5,18.1,-2.66,FALSE,NA
9340,5335496,-11.7,-14.1,-12.9,2.35,FALSE,NA
9340,8196498,-16.6,-12.3,-14.5,-4.33,FALSE,NA
9340,3914446,16.2,16.4,16.3,-0.189,FALSE,NA
9340,9516536,18.4,17.6,18,0.859,FALSE,NA
9340,3687070,3.31,1.39,2.35,1.92,FALSE,NA
9340,8897718,-21,-15.7,-18.4,-5.31,FALSE,NA
9340,2550271,11.6,12.7,12.2,-1.09,FALSE,NA
9340,8053957,7.22,11.7,9.47,-4.5,FALSE,NA
9340,7172672,23.4,19.8,21.6,3.62,FALSE,NA
9340,1473191,-2.37,-8.95,-5.66,6.58,FALSE,NA
9340,5450273,18,14,16,4.06,FALSE,NA
9350,4465738,-1.21,-4.47,-2.84,3.26,FALSE,NA
9350,5249225,10,1.75,5.88,8.27,FALSE,NA
9350,6803895,-12.8,-18.6,-15.7,5.83,FALSE,NA
9350,4244713,3.13,-0.946,1.09,4.07,FALSE,NA
9350,3192262,-18.6,-16.5,-17.5,-2.05,FALSE,NA
9350,7298124,-0.579,-8.36,-4.47,7.78,FALSE,NA
9350,9929555,6.86,4.03,5.44,2.83,FALSE,NA
9350,9240608,-4.28,-3.33,-3.8,-0.954,FALSE,NA
9350,2657985,13.9,12.2,13.1,1.77,FALSE,NA
9360,8653974,-21.4,-17.7,-19.5,-3.69,FALSE,NA
9360,9523785,-10.3,-17.9,-14.1,7.59,FALSE,NA
9360,2222711,-6.2,-13.5,-9.85,7.31,FALSE,NA
9360,9890013,-19.1,-13.5,-16.3,-5.66,FALSE,NA
9360,9182958,-21.9,-16.9,-19.4,-5,FALSE,NA
9360,9632856,-12.8,-7.78,-10.3,-5,FALSE,NA
9360,2564506,-1.27,3.92,1.33,-5.18,FALSE,NA
9360,4979815,7.12,12.1,9.6,-4.96,FALSE,NA
9360,1115950,-5.13,-3.89,-4.51,-1.24,FALSE,NA
9360,7639534,12.4,10.3,11.3,2.05,FALSE,NA
9360,6499330,-26.7,-23.4,-25,-3.28,FALSE,NA
9370,4058264,-3.65,-12.2,-7.92,8.54,FALSE,NA
9370,5799051,1.59,5.93,3.76,-4.35,FALSE,NA
9370,8995384,-3.4,-3.53,-3.47,0.137,FALSE,NA
9370,4824434,-17.9,-9.91,-13.9,-8.03,FALSE,NA
9370,8177277,4.95,-2.95,0.999,7.9,FALSE,NA
9370,6516082,-10.8,-14.8,-12.8,3.95,FALSE,NA
9370,1173562,-2.2,-5.5,-3.85,3.3,FALSE,NA
9370,2532897,-1.11,-1.35,-1.23,0.242,FALSE,NA
9370,3311304,14.1,15.5,14.8,-1.43,FALSE,NA
9380,1291877,-4.29,-9.34,-6.81,5.05,FALSE,NA
9380,1443615,-15.8,-19.7,-17.8,3.9,FALSE,NA
9380,2797283,-13.6,-16.5,-15.1,2.91,FALSE,NA
9380,7570309,-3.07,-3.55,-3.31,0.478,FALSE,NA
9380,8270629,-6.64,-14.7,-10.7,8.11,FALSE,NA
9380,7533415,-1.85,-1.09,-1.47,-0.754,FALSE,NA
9380,3077282,10.1,-0.645,4.71,10.7,FALSE,NA
9380,8417931,2.36,1.16,1.76,1.2,FALSE,NA
9380,8524546,-2.8,-13.5,-8.16,10.7,FALSE,NA
9380,7830763,2.13,-0.726,0.702,2.85,FALSE,NA
9380,2306963,-6.86,-7.77,-7.31,0.906,FALSE,NA
9390,9799686,12.2,14.9,13.5,-2.76,FALSE,NA
